email,business_name,Business_Address_ID,bank_routing_number,bank_account_number,balance
q7mc0mmm@nittybiz.com,Tavern Solutions,de18d1571ba9455781685bc940421f1e,2301-7752-2,42383847,626007
zn5aa5pp@nittybiz.com,The Vibrant Kitchen,8736935bd8db48ba892291803b035207,2301-7752-2,50940472,910183
a9xc836v@nittybiz.com,Prosperous Bistro,16e75957a8f24c06aa13ae3eef04cdaf,2301-7752-2,44694414,14651
dq7ebcan@nittybiz.com,Radiant Station,8823aa9c38904290a9692c9c1de24e9f,2301-7752-2,71978159,295965
48x0058d@nittybiz.com,Modern & Vibrant Spoon,b137c004a2f4491994f3a13400ee18ba,2301-7752-2,12941313,137011
gyroj97m@nittybiz.com,The Rustic Inn,ccae68c1544d45e2a2f3f817d1dcc301,2301-7752-2,43154111,201805
au1d0xeg@nittybiz.com,Lively & Modern Chophouse,2b23a95928eb41818919a5a4762a9c20,2301-7752-2,12371873,502937
5lu2kah8@nittybiz.com,Express Enterprises,0530961b0149459383e8242c1c2dea05,2301-7752-2,84148083,837791
e1ml1gek@nittybiz.com,Lively Corner,179fd7ccbf5d4d0fb0b1a6cd670160ab,2301-7752-2,36030215,155904
3t8h6vs0@nittybiz.com,Brilliant Cafe,121270eab7dc4980abd3b3ef2186cd18,2301-7752-2,29044533,973532
xpd1futt@nittybiz.com,The Legacy Emporium,b5a2eccb15fb44b980da685405663c2e,2301-7752-2,53992063,421810
gjpne4l7@nittybiz.com,Bright Station,8443b40e2867481d978875bc48c7fe44,2301-7752-2,99161783,581266
x0g15t6v@nittybiz.com,Fresh & Charming Griddle,f9cc48cbcd5b4b679b003c6ebe34b803,2301-7752-2,26025625,644035
mu5h7sjj@nittybiz.com,Rustic & Reliable Chophouse,c0091d8ca6294e76b7e76196fa3252e4,2301-7752-2,97586082,609600
7x3cbnzw@nittybiz.com,Grand Barbecue,c95f3d89991f4fe9ade869eaf93a2c9c,2301-7752-2,54404592,926621
mn0w5drk@nittybiz.com,Majestic & Vibrant Retreat,d21a69ef604b4ad19ed4bdadc672a28d,2301-7752-2,51990533,213923
h0jvw2ty@nittybiz.com,Active & Modern Spot,b748cd2231f04f378a65b5dd10e12677,2301-7752-2,35629862,36796
4rvcd4zd@nittybiz.com,Bold & Reliable Express,6f86a21de7254e4e94080c1ee4d54a41,2301-7752-2,61019144,220660
vt8xkzyk@nittybiz.com,Trendy Barbecue,85f20c57026e4c5697fc59fda63659ac,2301-7752-2,76127459,48832
bvgo3p6x@nittybiz.com,Mart & Griddle,32a7ed08c4654388b0d492c30127c350,2301-7752-2,83205420,669425
gqpsyie2@nittybiz.com,Market & Lounge,56dff3cdb9f74d6f87f5d02acf19b3e9,2301-7752-2,31590099,2227
53ibhrpk@nittybiz.com,Table & Market,bde8fb0096454b2597e648a77e989706,2301-7752-2,30237644,695180
fgoj0a63@nittybiz.com,Bright & Charming Spoon,c18a3238974e4c7a963c79edaf7923f1,2301-7752-2,14585541,351937
yk3ntmak@nittybiz.com,Cozy Market,6d2570a8452845d2952d1db3ca3c1169,2301-7752-2,53030807,226393
3jbb47m7@nittybiz.com,Inn & Kitchen,7a33b065e6064ae9bef6b3269df599c6,2301-7752-2,85129883,373705
5pv29ks0@nittybiz.com,The Royal Spoon,7d0caba4f4784ada9ff74a323a7f76ce,2301-7752-2,52258864,146122
qpwl0xg4@nittybiz.com,Vibrant Pizzeria,88e00c875f6f408c9fef9364ab7ee13c,2301-7752-2,44831183,832158
ag55p29w@nittybiz.com,Majestic Bar,30b89172736a4c4f9c9a7507918301bb,2301-7752-2,46615906,271233
qyhgq5xq@nittybiz.com,Cozy & Elite Lounge,2580dabbafe04cbe862c068aa4e44a1e,2301-7752-2,73820163,596514
leyo90sn@nittybiz.com,Elite Center,3a123d73c86642deb3a8fc5261bc7749,2301-7752-2,70021282,526627
wqtomc9b@nittybiz.com,Green & Urban Stove,9f73b5cb2ab0430ca5336281bf68e977,2301-7752-2,92439968,982158
ikxjyppx@nittybiz.com,Grill Inc,fc3e4492acc946b38deb596354c55703,2301-7752-2,57684895,173956
iesejsrr@nittybiz.com,Active & Cozy Pub,819cd52921b645fdbcebe58e44cab2ba,2301-7752-2,55960998,520784
g72hbves@nittybiz.com,New & Elegant Plaza,690727789e03497491fafc09b7924299,2301-7752-2,35156493,964341
4sd2bxa0@nittybiz.com,Rustic Tavern,28708ed005074488b6c43acc35ac07d2,2301-7752-2,90869412,989841
p5bzo2s9@nittybiz.com,Shop & Bistro,6c312ac6086846bd8316a7bfb40032db,2301-7752-2,39774763,824427
6lhamvd0@nittybiz.com,Bistro & Garden,7ce66cc77a3847469dbca192d0828096,2301-7752-2,10767644,941309
sqk13vc5@nittybiz.com,Fork & Mart,c30aa336cf50455391c098af87d3304e,2301-7752-2,80251228,484328
0k2b51v7@nittybiz.com,Spoon & Center,b64449f34e394be8a09896cd42b4934b,2301-7752-2,43038287,641137
hh59vzaw@nittybiz.com,Superior & Grand Mart,8cda08d37697444c8b6f4e2f0bc4b4cf,2301-7752-2,24013168,202200
y7guteli@nittybiz.com,The Urban Gallery,dc1d0981f1d4404cb621cd7dfecc3c8d,2301-7752-2,23521210,221537
tmujyv7z@nittybiz.com,Charming Express,2e550b3df0b84c4bb463ace047c03957,2301-7752-2,64792518,907259
6unh3vwr@nittybiz.com,Bistro & Stove,1478ec0a9c2b4c30ae53d8d972adcd32,2301-7752-2,37548809,248595
tp9ps0o3@nittybiz.com,Pizzeria & Corner,12c83e2054fb4cff86e67376335fa1df,2301-7752-2,65461665,588842
7yj0m0hy@nittybiz.com,Elegant & Bright Restaurant,3f475c01da4641d0b01310d60438bf2a,2301-7752-2,12501418,967479
gz1569zs@nittybiz.com,The Bright Inn,8511e373c68245249adec5224da87579,2301-7752-2,27413070,220706
jas20ojo@nittybiz.com,Legacy & Innovative Restaurant,aef8092d206546e097b0f9f349e0b7d8,2301-7752-2,97899608,340030
xqpxanar@nittybiz.com,The Charming Spoon,1637a4e1a03d48429b60824e7181579e,2301-7752-2,73296930,443562
pcj3q4nm@nittybiz.com,Green Tavern,ed2bb3ee34da487aa0577a266f9d3925,2301-7752-2,90577638,742596
6xjxxhiv@nittybiz.com,Emporium & Restaurant,f01cdec480574cc393d77c4be8156590,2301-7752-2,95510197,134177
2ezf1965@nittybiz.com,Legacy Fork,9daf4a6872d943d2965d9a97d03445d7,3108-1147-0,48200670,595891
umw2uqtn@nittybiz.com,The Bright Hub,b7008e36c1994eb99c34026b0442a26f,3108-1147-0,71989270,252674
xwlmvkto@nittybiz.com,Elegant & Sleek Spoon,3288c0b48900449dba0a647863fa54a7,3108-1147-0,61886973,483127
3l401kwk@nittybiz.com,Trendy Shop,d2532d49c7b84d098b3cf566db90608b,3108-1147-0,94964718,312465
web5jrc7@nittybiz.com,Sleek Mart,d5e8017d506c45f9a14601dd8aca6406,3108-1147-0,42529490,990958
gj78ov78@nittybiz.com,The Radiant Lounge,72766a8e626648e785bb38e9abd07ad1,3108-1147-0,61070698,911286
iglzcub8@nittybiz.com,Peaceful & Rustic Shop,40b2e9b65c7f464fa42048127bc3ceb9,3108-1147-0,64500349,307892
pkxi1xvg@nittybiz.com,Terrace & Emporium,41dfef5a60664a2cabc30909e5454c15,3108-1147-0,66912520,319536
rncur5t9@nittybiz.com,Golden & Vibrant Restaurant,349b9b4ae2984461afa74b1e7e66b616,3108-1147-0,21485428,813081
qxzqtjfv@nittybiz.com,Spot & Pizzeria,40c8691573ab4c93a7b2d41763be8129,3108-1147-0,89266099,182210
fhomn77d@nittybiz.com,Chophouse & Cellar,ee9b6c358bb64fe691eff2847ef7cdf1,3108-1147-0,44665286,400556
1aup55nt@nittybiz.com,The Bold Station,ac85d02517a1470ea8ab63d934e486a8,3108-1147-0,36266077,766824
em179vgg@nittybiz.com,Classic & Urban Tavern,a4c46b3de0da42bcad56e366d1e886eb,3108-1147-0,74632886,17575
mf5hcigj@nittybiz.com,Grand & Brilliant Depot,b16f3df7881740fa9154a731922edbe0,3108-1147-0,66775973,867833
06fxktk7@nittybiz.com,The Prosperous Griddle,97a4d0687e8744a7b25538288c82cf30,3108-1147-0,42750799,638575
io00ae13@nittybiz.com,Grand Shop,3cdba9e3f0bd431f8b132673781d526b,3108-1147-0,87968421,608441
kff1dn76@nittybiz.com,The Sunny Grill,ef0c82166dc84999a3874a01d4729dee,3108-1147-0,52271787,779175
jjmlg71k@nittybiz.com,The Grand Bar,fd3c705de6f242e4b4cdc366fdd97720,3108-1147-0,49807915,742784
jatidcob@nittybiz.com,The Modern Corner,ef4e9ecdf70d44748ff1e5e43a5df4fc,3108-1147-0,42659246,737816
wf6871ig@nittybiz.com,Modern Shop,236c1c4746684f6ca6895d331d62c7b9,3108-1147-0,83189461,424500
o0y4c0e9@nittybiz.com,Bold Parlor,a1266a70c5f140c098010a7870151597,3108-1147-0,16857232,622961
q114foz8@nittybiz.com,Rustic Depot,4a50f948848d4d139aa00d9f3bdd0fbc,3108-1147-0,50788330,607052
jlgti7yf@nittybiz.com,Griddle Group,60607a46568e4e6691c723882c945e42,3108-1147-0,78097126,179981
hz5i2znk@nittybiz.com,The Active Hub,a2cb4657f45944119a8e1362ae14a90d,3108-1147-0,28983442,294282
bmzy5ce9@nittybiz.com,The Fresh Spot,9dcb4526cb5746d88b821bc8c74fccd7,3108-1147-0,20122563,501263
03gmd435@nittybiz.com,Feast & Inn,305e4b79695f4d148261a41eaf112738,3108-1147-0,27776419,326748
wi3le16r@nittybiz.com,Cozy Diner,9052e6c7128449388f87ed3f3a5a551b,3108-1147-0,34776743,641556
si3nxc2p@nittybiz.com,Spoon & Grill,43363a0cf70249179c692488f0b998a4,3108-1147-0,25545173,318250
6t2a4ebn@nittybiz.com,The Delightful Griddle,481d00d682dd4b7880dbd2b4db02dbb6,3108-1147-0,52853627,570807
pexu40i8@nittybiz.com,Swift Center,aa4147cf492a434ca147aeb8d4ba0459,3108-1147-0,25716512,323082
5pu45m1x@nittybiz.com,Oven Enterprises,69d344948fdd4d0b922a058c86516cb5,3108-1147-0,76694581,105096
j14t3o2t@nittybiz.com,The Innovative Corner,2d71f5bb68cf401595dee9cd80271025,3108-1147-0,25822299,166351
wdardtlr@nittybiz.com,Dynamic & Green Spoon,1f395ac54526447880ccf3cf4bcda6c6,3108-1147-0,22875816,480641
mnzbmrpy@nittybiz.com,Prosperous Oven,500cd7dd0a6d4f72ab0ac4aedfbae3d7,3108-1147-0,46367312,19453
swog3oae@nittybiz.com,Bakery Inc,19aa70468e0f44cb9112c78b97522361,3108-1147-0,23051273,584332
ylx58ih1@nittybiz.com,The Prime Retreat,8e93ad2e9c3143daad6f74813da287d8,3108-1147-0,40967017,925735
o8fi5hsm@nittybiz.com,Barbecue & Fork,2964dcb6e19e473ab73c73aac885f915,3108-1147-0,77566857,847480
y4s8jzuj@nittybiz.com,Eatery & Bakery,8ec00ec13dff4769975cf45a61bbf544,3108-1147-0,77694154,940413
yra77wls@nittybiz.com,Garden & Pizzeria,b55b44b35de6407fbe0f1470e096a41b,3108-1147-0,85214138,687809
58ygrg98@nittybiz.com,Emporium & Gallery,4f14d0ceaaec495392309da0338f6446,3108-1147-0,98676694,191852
yj1kxxg3@nittybiz.com,Delight Partners,7c8d4d798b524a35b7e714939fa6bffd,3108-1147-0,63735916,65646
qh9lc25c@nittybiz.com,Majestic Canteen,ae9055df692e4946b1c74816ee733a50,3108-1147-0,20728717,836528
fbcmf6s9@nittybiz.com,Griddle & Brewery,9356001804b748aca3ca9471779a9871,3108-1147-0,90672101,157199
zqrxvk9e@nittybiz.com,Restaurant & Pub,4f5e68322b934a20bf609e9b3ad5aacb,3108-1147-0,54515103,809900
3hyxcv25@nittybiz.com,The Charming Roost,5aa8c355519f4ac2bd892dd1437dea43,3108-1147-0,35464282,372177
m9d7qfi8@nittybiz.com,Garden Group,5c7192ec0e0d4ad583b984c1ef14eab5,3108-1147-0,28918453,175661
e40eno75@nittybiz.com,Swift & Swift Canteen,0cab8253f0804d3d978be71d44a29a28,3108-1147-0,90142148,913073
hhfm1rr6@nittybiz.com,Fresh & Creative Canteen,f56efd3bc39240da9aa9d6f5ea68686f,3108-1147-0,60434570,129323
gqf9ne9d@nittybiz.com,Grand & Prime Market,be835678465e4fa4ae1f158ca5a5149c,3108-1147-0,92496655,447122
9bnog5hd@nittybiz.com,Parlor & Center,e03329e97457441ba4b993e2bf5c16f8,3108-1147-0,39192710,562545
gh4rmv4o@nittybiz.com,Bakery & Garden,4fdfe9f978424278a3a4c42fab7afc8d,3108-1147-0,36531858,704478
w41xvozo@nittybiz.com,Diner & Hub,ae97bb07f636484598957540a207103e,3108-1147-0,50945070,434370
tusfose8@nittybiz.com,Heritage & Sleek Retreat,7930b6753fdf41919289fc54a0bb8992,3108-1147-0,51739653,370959
jrb80qfc@nittybiz.com,The Fresh Table,a23920d1a28e417a8370c9c0ecd90160,3108-1147-0,14819105,696096
6v4rexqx@nittybiz.com,Royal Terrace,d80663261c054b8a95a41c5a2a1fa9bd,3108-1147-0,13367127,72607
3gtu2ycm@nittybiz.com,The Imperial Table,a451367d898647049479483032b524c8,3108-1147-0,93472974,9576
g5pd93fs@nittybiz.com,Legacy & Happy Market,f9113ca84df64d859470db43ddf3cf0c,3108-1147-0,24457470,581509
uao2a6dn@nittybiz.com,Brewery LLC,d43ca6ea926e45b4a63a5bf912d12ba8,3108-1147-0,53127657,9996
xsqi0xb3@nittybiz.com,The Heritage Tavern,837293188bf94da69176dbe699ebc5bd,3108-1147-0,49300424,616557
itav1us6@nittybiz.com,The Royal Garden,fa16d6db5e4b452a89cd177f42d41f09,3108-1147-0,15134974,159665
wvw7uarb@nittybiz.com,Station Limited,d98c43c8b9024d008ecc0176f98a0dcc,3108-1147-0,78725521,585123
37xl31tb@nittybiz.com,The New Restaurant,a261a89c1e544328bcb84a5787b74fd3,3108-1147-0,15473496,714258
hhg1ky0p@nittybiz.com,Classic Pub,4ccf890c80c34766a1a919e36b765e89,3108-1147-0,24091553,917973
u7jw8i7n@nittybiz.com,Tavern & Kitchen,34a6853a33c242178a499322fae27e9a,3108-1147-0,87726360,959319
cxyb0smi@nittybiz.com,Creative Plaza,a63bc220e4424007b04449e77094d119,3108-1147-0,66665351,237074
9uez9n55@nittybiz.com,Blue Cafe,1cecc345db5b49debfcf54db9eb8fc6c,3108-1147-0,50148233,982288
ihpfofbf@nittybiz.com,The Blue Eatery,0e7cfa72b320451b92385b861c148c75,3108-1147-0,73380591,630326
utpqyyql@nittybiz.com,The Creative Cafe,7f4cb6694e1f4c4ebb5efe4d2c4150c9,3108-1147-0,96416630,393005
u4ddgkg0@nittybiz.com,Cozy Depot,70304a5268224403a0e6751f3d2a05b8,3108-1147-0,32877241,573077
xo4824mf@nittybiz.com,The New Kitchen,e747da82f035492ab5bbf805571d3eaf,3108-1147-0,11945565,858025
zrorp9q0@nittybiz.com,Noble & Modern Cellar,2ad97dc0e03342b99bbf362d7244523c,3108-1147-0,84982968,239937
aais5yt5@nittybiz.com,The Modern Bar,1d16abc81d5e4212b66a7015a2532f26,3108-1147-0,32811254,150764
dc1qp822@nittybiz.com,Cozy Emporium,4c8464322bb1426db2ea945753eef5ce,3108-1147-0,54549242,984438
aq3beocp@nittybiz.com,Elegant & Golden Gallery,6c8be1d9f0e647a2bb0a47d27ed1570f,3108-1147-0,20249505,952221
y846ktsn@nittybiz.com,Canteen & Bakery,d7e1b01520ba4961a0ee892a2c5110c7,3108-1147-0,23028697,484484
5sh110hm@nittybiz.com,Inn & Buffet,7303cf6d74684f9c8fc89e79026d6f2e,3108-1147-0,65408782,378309
bm5uj6lu@nittybiz.com,The Bright Market,bafcd4a3a8cd4f36b9c0c426bfb85817,3108-1147-0,74153021,449327
i1qlhflg@nittybiz.com,Brilliant & Brilliant Garden,3a45b28ee6124ce48179b1c82f72c510,3108-1147-0,19718283,737148
mvj151ml@nittybiz.com,Creative Terrace,cdcc6156685a47ea84d4715b798098f4,3108-1147-0,76553353,899183
dj725xvh@nittybiz.com,Happy & Radiant Bar,d7e9a00e4b8944a3b72b8988b991b4c1,3108-1147-0,57540750,640404
7p8hxvp6@nittybiz.com,Imperial & Vibrant Inn,a94cb6c9963b439683a7475543ee9268,3108-1147-0,53314940,748012
77x4jvdu@nittybiz.com,Barbecue LLC,5f876489b1e847e2a840eb3367c0a6be,3108-1147-0,56922397,658112
z8szfc1l@nittybiz.com,Imperial & Dynamic Lounge,cb3437cb746c40ba8d130fb63583d04f,3108-1147-0,77594086,619296
yqstubm4@nittybiz.com,Imperial & Radiant Shop,3d84001d43d847c8943e687e3371c70d,3108-1147-0,43860605,222139
ostxc7kt@nittybiz.com,Modern & Superior Garden,f0e877ee0fb34ef5b7865b3a93b23cce,3108-1147-0,22378483,900557
65h5cxs5@nittybiz.com,Sleek House,b4fb5d1ac2fe4fb9a07e4ed804bcc2cb,3108-1147-0,94354424,791806
sj7tv2cn@nittybiz.com,The Creative Spot,e6cad0fe4313455d8039c7a7f4ecdec4,3108-1147-0,13146056,821268
q8htxyal@nittybiz.com,Express & Market,7ee2386dce7f4482bd9ebff70bb388d9,3108-1147-0,79211178,598915
ioibop7n@nittybiz.com,The Classic Cellar,abec7e7ea1364d2ca0da5146c2b113e5,3108-1147-0,24663460,816589
lbzx3gkz@nittybiz.com,Mart & Kitchen,b7b58822037e4766b94a72b021177be4,3108-1147-0,46323837,664588
ncbql9ey@nittybiz.com,Cafe & Brewery,6bbb6011b6b7445f92af702bee478d46,3108-1147-0,94430155,902404
dpz0612e@nittybiz.com,Majestic Emporium,fafdf17ad29940f0835acc496caa6a46,3108-1147-0,65719438,212482
02rvkdnj@nittybiz.com,Plaza Enterprises,ab0b42d315c64eaf9f4b9b4630bb7237,3108-1147-0,11180980,919562
b3o4jl5q@nittybiz.com,The Bright Spot,e34403d05f9041b7a427a4f6daade177,3108-1147-0,46629491,225368
iti4y7vc@nittybiz.com,The Classic Eatery,9afd9ae8720c400ab87b56beedb7ae9e,3108-1147-0,16574081,578163
wf0b1sbe@nittybiz.com,Gallery & Tavern,e77b06d4146448fab75c0b8344f304dc,3108-1147-0,98912766,929081
kshoftx1@nittybiz.com,Sunny & Elite Garden,8c647c5a27c741d4a1613c9d02fce5a7,3108-1147-0,47844531,30609
4bckedwg@nittybiz.com,Prosperous Emporium,db2b180c270a49d8b59b38975d9b428b,3108-1147-0,43111128,313352
u4d1f8m8@nittybiz.com,The Bold Hub,6e7f17b67e92410ea088a9b28c544f49,3108-1147-0,88248673,373287
podesh74@nittybiz.com,Shop & Market,931fee980d7a47e2909adeb9a984bfc6,3108-1147-0,55768436,55594
cc2jl3an@nittybiz.com,Delight Associates,e94e410067bc44238dd656cd01e575e6,3863-4156-5,21649119,548754
umndusg4@nittybiz.com,New Parlor,e9545bc21ae64326bcdc1543d26cafaa,3863-4156-5,14285085,560944
rjearsgf@nittybiz.com,Majestic & Legacy Gallery,4c7ccc32d4094a0da5d4d3e2922ba375,3863-4156-5,93339985,453542
pjyzseqf@nittybiz.com,Golden Hub,5bd6d88ff97f4f17a6648405338fdaae,3863-4156-5,23493685,738522
txgt5bib@nittybiz.com,The Radiant Fork,7e7d3b3d45b34ec7b5da600d0ebbc509,3863-4156-5,75735219,858538
rx16irxm@nittybiz.com,The Urban Plaza,8c04c27cc9ae4eacaac66bc9c38e20fe,3863-4156-5,37407410,837259
0hee4456@nittybiz.com,Heritage & Active Spot,d5c39c750a014ce3af89e82742c4b1e0,3863-4156-5,48634695,581605
mr6d5as8@nittybiz.com,Heritage Canteen,0efd2ba7dd5849c7bca269f41a5c3726,3863-4156-5,19601651,554336
ywkmfhcj@nittybiz.com,The Peaceful Express,523ddc50c626422a831d791708ff371e,3863-4156-5,44742823,128602
6xx8uvkk@nittybiz.com,Diner Associates,b090b0d45343422f8e2b800abe952c3e,3863-4156-5,17871411,999865
qdlsyxsd@nittybiz.com,Imperial Stove,b49f66175e5649f9b94e8486c005e3cf,3863-4156-5,28355368,518373
sfpxsi0v@nittybiz.com,Eatery & Eatery,9fede161906840f2b69cdb65e43f5431,3863-4156-5,92703325,576188
7b5q76vq@nittybiz.com,Kitchen LLC,ad33e1c88de046b8bdaefe14b2c4d9fc,3863-4156-5,51277911,123559
niiiwcoo@nittybiz.com,Pub & House,77b08fea8af747a0918f89775ef6f045,3863-4156-5,42929331,270804
g6jc0iec@nittybiz.com,The Peaceful Feast,fd8dd85382c443bbac95d35c08500af2,3863-4156-5,35043002,891533
w46ulwsp@nittybiz.com,Terrace & Bistro,b3c03bc4c5f2471699de8ae244bcadb7,3863-4156-5,19491976,505547
r4l32l7u@nittybiz.com,The Mystic Cellar,28d66f9a9c6042ddb13a795d9f2984db,3863-4156-5,50291720,308434
e7i49jy1@nittybiz.com,The Heritage Table,c87e88741eed44d2b6e977e782d255e2,3863-4156-5,55673806,46653
io0y57rh@nittybiz.com,House Solutions,8fd160599ffc4720a2b9099e83d403b4,3863-4156-5,41938061,235186
7rhehmh2@nittybiz.com,The Mystic Emporium,8e05f45e0a904e6fa6a65f0e0d0c08b9,3863-4156-5,13350649,10948
nppup4wh@nittybiz.com,Urban & Superior Depot,d11e075aa17a4fcd8a32b004b51de472,3863-4156-5,10218436,79915
459qkiof@nittybiz.com,Bright & Swift Pizzeria,0696de72c81d465fbd86d130c3c53ec9,3863-4156-5,78549727,244948
c20cuxc7@nittybiz.com,Brewery & Spoon,3d25f4ef2a52448aaa5de9000acf9305,3863-4156-5,75756125,996822
or3q1o16@nittybiz.com,Vibrant & Urban Center,e65b5aa26b28485f86a8b32ee7a11985,3863-4156-5,30327450,277769
f0xu8skb@nittybiz.com,Happy & Imperial Garden,001453444eba4f4a80b57e64963ea749,3863-4156-5,37071882,852860
k9hz1bla@nittybiz.com,Cellar & Stove,96c99b49cdca4d5c997a8d6cc4baa227,3863-4156-5,79916820,833925
0tn7yl00@nittybiz.com,Emporium & Cellar,4cc0c6fcd21b414abb90a4e698f87f99,3863-4156-5,86138195,583418
1mx2arca@nittybiz.com,Urban & Urban Center,0564ff02bddb423fafe4ce9b7a24f2c8,3863-4156-5,67078131,500733
tzwdfn4j@nittybiz.com,Heritage Griddle,c0827ed80e7c4afa9701b2a2eaad3e77,3863-4156-5,74781351,849809
wxii0eo2@nittybiz.com,Pizzeria & Bistro,73520213d3d34c77b9c637bd6399b481,3863-4156-5,37864841,918467
lwcvhkqb@nittybiz.com,The Lively Oven,4b446be3f4fc48f59e88d43731e58156,3863-4156-5,17631498,770131
haun4p9f@nittybiz.com,The Modern Lounge,f0c61fc20ba948f98e51de300cec854c,3863-4156-5,90466043,169355
dnt3cq0o@nittybiz.com,Market & Kitchen,be1500b89f4b4f26b0da1ddc7f4ba2b3,3863-4156-5,21901083,277058
yuaspxlg@nittybiz.com,The Majestic Delight,329910c7d27d4997a7ec0ce7dc200dda,3863-4156-5,14048870,991336
o3m8e5x5@nittybiz.com,Mystic & Urban Pizzeria,b00748695b5c46c6be4ba849b4d2b58e,3863-4156-5,33674134,514951
94dzpnya@nittybiz.com,The Reliable Emporium,120547c911764c3c916bd4689dc80612,3863-4156-5,28053041,541325
8qekser1@nittybiz.com,Brilliant & Imperial Bar,f39808af14ac4938a355dab6c2a8738c,3863-4156-5,69111629,515817
tot694bs@nittybiz.com,Restaurant Partners,f838ce83496d4abfaf6bddaedaa956d7,3863-4156-5,18575819,597561
g6ryq5dw@nittybiz.com,The Royal Grill,ef94ade372a94483927c007953756719,3863-4156-5,77816876,961375
wiwtof0s@nittybiz.com,Gallery Inc,54dd3b21dd7e4851b537cecdbc078685,3863-4156-5,13478939,147239
agxel21p@nittybiz.com,The Sleek Mart,a33875aefcd848ebb9bc057aacfca314,3863-4156-5,79071955,818423
xd2mvr5d@nittybiz.com,Swift & Brilliant Spot,777eb65d553849b9bd7cc4bfa2ee4513,3863-4156-5,87043641,739584
eibfjuab@nittybiz.com,Roost Limited,6f7599a44a754caeb251f1d452f39b8b,3863-4156-5,29912459,152683
hlprully@nittybiz.com,Diner Co,f5f6f01af6934cf0a3dc386ddd478755,3863-4156-5,42772278,849217
gdp8ipyw@nittybiz.com,Blue & Bold Terrace,86dbc483e773433a93312f4337696629,3863-4156-5,85307763,566444
cgb8pluf@nittybiz.com,Active & Royal Roost,aa9894d0fe7446ddb57c3f04381f9dbf,3863-4156-5,52300755,429031
dil00biq@nittybiz.com,The Heritage Parlor,662da06694ea4feba6c71c9f046d9bf8,3863-4156-5,25772621,616036
2bd0t6rr@nittybiz.com,The Innovative Bar,bc48de9e057d4e0bb76bb9327db01922,3863-4156-5,49529256,330594
d0r4jnrw@nittybiz.com,Superior & Grand Canteen,a3c41f11efd8408bb9f8039247b9a483,3863-4156-5,79811321,762010
gshy9ymk@nittybiz.com,The Peaceful Eatery,70faa6f7e0924e1e87964e19b93f2b48,3863-4156-5,71133494,430823
758n0h7t@nittybiz.com,The Royal Pub,28d63840159f42a28f8423697367d67f,3863-4156-5,59446724,269291
xbkm7bn1@nittybiz.com,Elegant & Elegant Station,87d5f8444f8448b59f9d17c5b9632d5a,3863-4156-5,85821397,931324
cp2jfssm@nittybiz.com,Dynamic Retreat,272e6f81e2684937af1dd279207649ef,3863-4156-5,28024291,361333
cme8h8xo@nittybiz.com,Griddle Partners,be8930031ea54d649f2201a80af094e3,3863-4156-5,80853864,908558
408un7oa@nittybiz.com,Majestic & Creative Express,fc1da61288474bfdbb820debec0bac99,3863-4156-5,33846143,558594
c7x4thwh@nittybiz.com,The Reliable House,44f79e98bc5140fda27c89aca00f5c3c,3863-4156-5,19725355,635787
2ferds64@nittybiz.com,Fork & Express,d067646503704eeba7833a25c95bbeed,3863-4156-5,35410145,83800
zroszl6u@nittybiz.com,Blue Spoon,28fc7789364d4b9ba0e56a4e2010e5a9,3863-4156-5,39575232,632951
bb3zoued@nittybiz.com,The Trendy Inn,f50f93b17e9f4bdcb9e77afb70317961,3863-4156-5,54207317,640308
0t6p2llb@nittybiz.com,Mystic Brewery,1c92e5c661c146b690a242f19f1884cc,3863-4156-5,88322447,640611
4wadhbyq@nittybiz.com,Grand Roost,5a8a7cdae1db404a93c4907dbeff4980,3863-4156-5,30173907,768410
pzum9ajf@nittybiz.com,The Delightful Pub,a07f292bb6874ec99e9803a7d4c51796,3863-4156-5,20152434,296846
ijrkiual@nittybiz.com,Chophouse Corporation,eb38d01db82c4120a8576a216625d06d,3863-4156-5,96401314,647016
7y325lij@nittybiz.com,Happy Emporium,9c63c04a02dd412caef21d097e2297bd,3863-4156-5,62787054,684006
0he4zyti@nittybiz.com,Grand & Charming Market,313c866d55be407e987cf798e62d1f90,3863-4156-5,78165229,944886
9m2dx2b7@nittybiz.com,Lounge & Gallery,1ef5025dec894e01a8ceef3644a4db9f,3863-4156-5,74591555,979988
rt3uo5r1@nittybiz.com,Barbecue Inc,f903971f19f24022b7cd50ffe929ab7b,3863-4156-5,38756510,458779
a8o460mx@nittybiz.com,Feast Associates,9b1e5fc5e4c2474e827dba482ab49d13,3863-4156-5,40705599,827291
ukj83yz0@nittybiz.com,The Urban Garden,df67f0645b4d4efb9a1e23300be8529b,3863-4156-5,69040236,99874
zs1mnv7m@nittybiz.com,Legacy & Trendy Terrace,8be2fcb396e5490d82c7574bccd53bf7,3863-4156-5,87285183,461679
vdd2py4z@nittybiz.com,Reliable Table,89232bd5c2a24106a6a26a0d3850125e,3863-4156-5,80649982,745847
jblxtr2b@nittybiz.com,Imperial & Bold Kitchen,956cb41a4c014595b4ae1eacdc9a22bd,3863-4156-5,58031328,252954
z3nyrvmo@nittybiz.com,The Majestic Retreat,2747c15b9a5d4c7d8bf1f4ef4e6e4e67,3863-4156-5,98244591,898404
